Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2014,Pathways College Prep Academy,334857,St Albans,Queens,11412,10,<4,7,0,<4,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2013,Pathways College Prep Academy,334857,St Albans,Queens,11412,10,0,<4,4,4,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2012,Pathways College Prep Academy,334857,St Albans,Queens,11412,8,0,<4,<4,6,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2011,Pathways College Prep Academy,334857,St Albans,Queens,11412,15,<4,<4,8,4,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2010,Pathways College Prep Academy,334857,St Albans,Queens,11412,11,0,0,5,6,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2017,George Washington Carver High,334896,Springfield Gard,Queens,11413,16,<4,5,0,8,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2016,George Washington Carver High,334896,Springfield Gard,Queens,11413,20,5,11,<4,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2015,George Washington Carver Hs,334896,Springfield Gard,Queens,11413,14,<4,<4,<4,5,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2014,George Washington Carver Hs,334896,Springfield Gard,Queens,11413,11,<4,<4,<4,5,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2013,George Washington Carver Hs,334896,Springfield Gard,Queens,11413,9,<4,<4,<4,4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2012,George Washington Carver Hs,334896,Springfield Gard,Queens,11413,8,0,<4,4,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2011,George Washington Carver Hs,334896,Springfield Gard,Queens,11413,5,0,<4,<4,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2010,George Washington Carver Hs,334896,Springfield Gard,Queens,11413,19,<4,4,<4,11,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2017,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,16,<4,4,7,<4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2016,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,12,<4,<4,<4,4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2015,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,17,7,5,4,<4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2014,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,17,<4,7,7,<4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2013,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,9,<4,<4,<4,4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2012,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,7,<4,<4,<4,<4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2011,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,6,0,<4,<4,<4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2010,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,5,<4,0,0,<4,"Springfld Garden, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2017,Excelsior Preparatory High Sch,335302,Springfield Gard,Queens,11413,13,<4,<4,<4,5,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2016,Excelsior Preparatory High Sch,335302,Springfield Gard,Queens,11413,13,<4,<4,<4,7,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2015,Excelsior Preparatory Hs,335302,Springfield Gard,Queens,11413,13,4,6,0,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2014,Excelsior Preparatory Hs,335302,Springfield Gard,Queens,11413,15,<4,4,6,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2013,Excelsior Preparatory Hs,335302,Springfield Gard,Queens,11413,9,<4,5,0,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2012,Excelsior Preparatory Hs,335302,Springfield Gard,Queens,11413,9,<4,<4,<4,6,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2011,Excelsior Preparatory Hs,335302,Springfield Gard,Queens,11413,11,0,0,<4,10,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2010,Excelsior Preparatory Hs,335302,Springfield Gard,Queens,11413,5,<4,0,0,4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2017,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,5,0,<4,<4,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2016,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,6,0,<4,0,5,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2015,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,7,0,<4,0,5,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2014,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,<4,0,0,0,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2012,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,<4,0,0,0,<4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2011,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,5,0,<4,0,4,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2010,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,17,0,0,<4,16,"Springfield Gard, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2017,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,9,<4,5,0,<4,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2016,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,8,<4,6,0,0,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2015,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,8,<4,<4,0,6,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2014,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,<4,0,0,<4,<4,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2013,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,<4,0,0,<4,0,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2012,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,<4,0,<4,0,<4,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2011,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,<4,0,<4,0,0,"Springfield Gdns, NY 11413
(40.67436746900006, -73.75071678199998)"
Fall 2017,High School For Construction,334656,Ozone Park,Queens,11416,21,11,<4,4,5,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2016,High School For Construction,334656,Ozone Park,Queens,11416,21,8,<4,4,6,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2015,High School For Construction,334656,Ozone Park,Queens,11416,16,<4,4,8,<4,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2014,High School For Construction,334656,Ozone Park,Queens,11416,22,6,4,7,5,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2013,High School For Construction,334656,Ozone Park,Queens,11416,15,<4,4,6,4,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2012,High School For Construction,334656,Ozone Park,Queens,11416,10,<4,<4,<4,5,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2011,High School For Construction,334656,Ozone Park,Queens,11416,9,0,<4,5,<4,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2010,High School For Construction,334656,Ozone Park,Queens,11416,21,0,0,12,9,"Ozone Park, NY 11416
(40.685716624000065, -73.84468621599996)"
Fall 2016,Y A B C @ John Adams  H S,330824,Ozone Park,Queens,11417,<4,0,0,0,<4,"11417 Ozone
Park, NY
(40.676354, -73.844487)"
Fall 2014,Y A B C @ John Adams  H S,330824,Ozone Park,Queens,11417,<4,0,0,0,<4,"11417 Ozone
Park, NY
(40.676354, -73.844487)"
Fall 2017,John Adams High School,334392,Ozone Park,Queens,11417,19,<4,4,<4,10,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2016,John Adams High School,334392,Ozone Park,Queens,11417,27,4,5,<4,15,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2015,John Adams High School,334392,Ozone Park,Queens,11417,19,<4,4,<4,9,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2014,John Adams High School,334392,Ozone Park,Queens,11417,23,<4,5,<4,14,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2013,John Adams High School,334392,Ozone Park,Queens,11417,27,<4,4,<4,18,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2012,John Adams High School,334392,Ozone Park,Queens,11417,34,5,4,<4,24,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2011,John Adams High School,334392,Ozone Park,Queens,11417,28,<4,6,<4,19,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2010,John Adams High School,334392,Ozone Park,Queens,11417,32,<4,<4,<4,27,"Ozone Park 114172229, NY
(40.68066119800005, -73.84459034699995)"
Fall 2017,Robert H Goddard High School,334393,Ozone Park,Queens,11417,<4,<4,0,0,<4,"Ozone Park 114172730, NY
(40.671650337000074, -73.84505091099999)"
Fall 2016,Robert H Goddard High School,334393,Ozone Park,Queens,11417,5,0,0,<4,4,"Ozone Park 114172730, NY
(40.671650337000074, -73.84505091099999)"
Fall 2015,Robert H Goddard High School,334393,Ozone Park,Queens,11417,8,<4,<4,0,5,"Ozone Park 114172730, NY
(40.671650337000074, -73.84505091099999)"
Fall 2014,Robert H Goddard High School,334393,Ozone Park,Queens,11417,5,<4,<4,<4,<4,"Ozone Park 114172730, NY
(40.671650337000074, -73.84505091099999)"
Fall 2013,Robert H Goddard High School,334393,Ozone Park,Queens,11417,<4,0,<4,<4,<4,"Ozone Park 114172730, NY
(40.671650337000074, -73.84505091099999)"
Fall 2012,Robert H Goddard High School,334393,Ozone Park,Queens,11417,5,0,<4,<4,<4,"Ozone Park 114172730, NY
(40.671650337000074, -73.84505091099999)"
Fall 2017,Richmond Hill High School,334735,Richmond Hill,Queens,11418,11,<4,<4,<4,7,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2016,Richmond Hill High School,334735,Richmond Hill,Queens,11418,13,<4,<4,<4,7,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2015,Richmond Hill High School,334735,Richmond Hill,Queens,11418,13,4,<4,<4,4,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2014,Richmond Hill High School,334735,Richmond Hill,Queens,11418,20,4,5,7,4,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2013,Richmond Hill High School,334735,Richmond Hill,Queens,11418,19,<4,0,<4,16,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2012,Richmond Hill High School,334735,Richmond Hill,Queens,11418,9,<4,<4,<4,4,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2011,Richmond Hill High School,334735,Richmond Hill,Queens,11418,18,<4,<4,<4,11,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2010,Richmond Hill High School,334735,Richmond Hill,Queens,11418,17,<4,0,7,9,"Richmond Hill, NY 11418
(40.699538086000075, -73.83251585599999)"
Fall 2016,Al - Ihsan Academy,335007,S Ozone Park,Queens,11420,<4,0,0,0,<4,"11420 South Ozone
Park, NY
(40.673354, -73.817631)"
Fall 2013,Al - Ihsan Academy,335007,S Ozone Park,Queens,11420,<4,<4,0,0,0,"11420 South Ozone
Park, NY
(40.673354, -73.817631)"
Fall 2012,Al - Ihsan Academy,335007,S Ozone Park,Queens,11420,<4,<4,0,<4,0,"11420 South Ozone
Park, NY
(40.673354, -73.817631)"
Fall 2017,Cambria Heights - New Literaci,332421,Hollis,Queens,11423,23,<4,4,<4,14,"Hollis, NY 11423
(40.717243, -73.767143)"
Fall 2016,Cambria Heights - New Literaci,332421,Hollis,Queens,11423,20,<4,4,4,11,"Hollis, NY 11423
(40.717243, -73.767143)"
Fall 2015,Cambria Heights - New Literaci,332421,Hollis,Queens,11423,4,<4,<4,0,<4,"Hollis, NY 11423
(40.717243, -73.767143)"
Fall 2014,Cambria Heights - New Literaci,332421,Hollis,Queens,11423,<4,0,0,0,<4,"Hollis, NY 11423
(40.717243, -73.767143)"
Fall 2012,S H W Yeshiva Uni Hs For Girls,332595,Holliswood,Queens,11423,<4,0,0,0,<4,"Hollis, NY 11423
(40.717243, -73.767143)"
Fall 2017,Yeshiva Univ High School For G,334144,Holliswood,Queens,11423,<4,<4,0,0,<4,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2016,Yeshiva Univ High School For G,334144,Holliswood,Queens,11423,<4,<4,0,0,<4,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2015,Yeshiva Univ Hs For Girls,334144,Holliswood,Queens,11423,<4,<4,0,0,<4,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2014,Yeshiva Univ Hs For Girls,334144,Holliswood,Queens,11423,<4,<4,0,0,0,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2013,Yeshiva Univ Hs For Girls,334144,Holliswood,Queens,11423,<4,<4,0,0,0,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2012,Yeshiva Univ Hs For Girls,334144,Holliswood,Queens,11423,8,<4,0,0,6,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2011,Yeshiva Univ Hs For Girls,334144,Holliswood,Queens,11423,<4,0,0,0,<4,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2010,Yeshiva Univ Hs For Girls,334144,Holliswood,Queens,11423,<4,0,0,0,<4,"Holliswood 114231296, NY
(40.72086091600005, -73.77360009799997)"
Fall 2017,P 811 Q @ Queens H S Of Teachi,330399,Bellerose,Queens,11425,6,0,<4,<4,<4,"Bellerose, NY 11425
(40.73, -73.823486)"
Fall 2015,P 811 Q @ Queens H S Of Teachi,330399,Bellerose,Queens,11425,<4,0,0,0,<4,"Bellerose, NY 11425
(40.73, -73.823486)"
Fall 2016,P 811 Q @ Queens H S Of Teachi,330399,Bellerose,Queens,11425,<4,0,<4,0,0,"Bellerose, NY 11425
(40.73, -73.823486)"
Fall 2017,Queens High School Of Teaching,331936,Bellerose,Queens,11426,54,9,19,7,19,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2016,Queens High School Of Teaching,331936,Bellerose,Queens,11426,52,11,17,5,19,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2015,Queens High School Of Teaching,331936,Bellerose,Queens,11426,46,9,5,8,24,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2014,Queens High School Of Teaching,331936,Bellerose,Queens,11426,53,5,9,<4,36,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2013,Queens High School Of Teaching,331936,Bellerose,Queens,11426,59,7,8,<4,42,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2012,Queens High School Of Teaching,331936,Bellerose,Queens,11426,47,0,11,4,32,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2011,Queens High School Of Teaching,331936,Bellerose,Queens,11426,50,5,8,<4,35,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2010,Queens High School Of Teaching,331936,Bellerose,Queens,11426,47,6,18,0,23,"Bellerose, NY 11426
(40.73371589900006, -73.72219616599995)"
Fall 2017,Martin Van Buren High School,334655,Queens Village,Queens,11427,37,4,5,5,23,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2016,Martin Van Buren High School,334655,Queens Village,Queens,11427,41,<4,<4,6,30,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2015,Martin Van Buren High School,334655,Queens Village,Queens,11427,38,4,<4,0,31,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2014,Martin Van Buren High School,334655,Queens Village,Queens,11427,45,<4,5,<4,36,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2013,Martin Van Buren High School,334655,Queens Village,Queens,11427,53,<4,4,<4,44,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2012,Martin Van Buren High School,334655,Queens Village,Queens,11427,62,<4,10,<4,47,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2011,Martin Van Buren High School,334655,Queens Village,Queens,11427,52,<4,<4,<4,46,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2010,Martin Van Buren High School,334655,Queens Village,Queens,11427,54,5,<4,<4,43,"Queens Village, NY 11427
(40.72846713300004, -73.74799680899997)"
Fall 2016,Bethel Christian Learning Cntr,330416,Queens Village,Queens,11428,<4,0,0,0,<4,"Queens Village, NY 11428
(40.72093723800003, -73.74266983199993)"
Fall 2014,Bethel Christian Learning Cntr,330416,Queens Village,Queens,11428,<4,0,0,0,<4,"Queens Village, NY 11428
(40.72093723800003, -73.74266983199993)"
Fall 2013,Bethel Christian Learning Cntr,330416,Queens Village,Queens,11428,4,0,0,0,4,"Queens Village, NY 11428
(40.72093723800003, -73.74266983199993)"
Fall 2012,Bethel Christian Learning Cntr,330416,Queens Village,Queens,11428,<4,0,0,<4,<4,"Queens Village, NY 11428
(40.72093723800003, -73.74266983199993)"
Fall 2011,Bethel Christian Learning Cntr,330416,Queens Village,Queens,11428,<4,0,0,<4,<4,"Queens Village, NY 11428
(40.72093723800003, -73.74266983199993)"
Fall 2010,Bethel Christian Learning Cntr,330416,Queens Village,Queens,11428,<4,0,0,0,<4,"Queens Village, NY 11428
(40.72093723800003, -73.74266983199993)"
Fall 2017,Hillside Arts And Letters Acad,332556,Jamaica,Queens,11432,10,<4,4,<4,<4,"Jamaica 114321935, NY
(40.71424000600007, -73.79391094399995)"
Fall 2016,Hillside Arts And Letters Acad,332556,Jamaica,Queens,11432,14,<4,<4,5,6,"Jamaica 114321935, NY
(40.71424000600007, -73.79391094399995)"
Fall 2015,Hillside Arts And Letters Acad,332556,Jamaica,Queens,11432,<4,0,0,<4,<4,"Jamaica 114321935, NY
(40.71424000600007, -73.79391094399995)"
Fall 2014,Hillside Arts And Letters Acad,332556,Jamaica,Queens,11432,4,<4,0,0,<4,"Jamaica 114321935, NY
(40.71424000600007, -73.79391094399995)"
Fall 2017,Hillcrest High School,332557,Jamaica,Queens,11432,49,16,11,4,18,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2016,Hillcrest High School,332557,Jamaica,Queens,11432,37,7,12,<4,17,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2015,Hillcrest High School,332557,Jamaica,Queens,11432,49,6,9,<4,32,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2014,Hillcrest High School,332557,Jamaica,Queens,11432,36,7,8,4,17,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2013,Hillcrest High School,332557,Jamaica,Queens,11432,28,12,<4,<4,11,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2012,Hillcrest High School,332557,Jamaica,Queens,11432,41,6,<4,4,28,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2011,Hillcrest High School,332557,Jamaica,Queens,11432,48,10,5,<4,31,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2010,Hillcrest High School,332557,Jamaica,Queens,11432,41,8,<4,4,27,"Jamaica, NY 11432
(40.714237240000045, -73.79390613699996)"
Fall 2016,Jamaica Evening High School,332559,Jamaica,Queens,11432,<4,0,0,0,<4,"Jamaica, NY 11432
(40.7132119999999, -73.7928229999999)"
Fall 2010,Jamaica Evening High School,332559,Jamaica,Queens,11432,<4,0,0,0,<4,"Jamaica, NY 11432
(40.7132119999999, -73.7928229999999)"
Fall 2017,Jamaica High School,332560,Jamaica,Queens,11432,<4,0,0,0,<4,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
Fall 2016,Jamaica High School,332560,Jamaica,Queens,11432,5,0,0,0,5,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
Fall 2015,Jamaica High School,332560,Jamaica,Queens,11432,6,0,0,0,6,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
Fall 2014,Jamaica High School,332560,Jamaica,Queens,11432,5,<4,0,0,4,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
Fall 2013,Jamaica High School,332560,Jamaica,Queens,11432,15,0,<4,5,9,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
Fall 2012,Jamaica High School,332560,Jamaica,Queens,11432,16,0,<4,6,9,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
Fall 2011,Jamaica High School,332560,Jamaica,Queens,11432,17,4,4,0,9,"Jamaica 114321196, NY
(40.70178228900005, -73.80841857999997)"
